seat,2001,2005,2010
Aberavon,-1.0,0.0,0.0
Aberdeen North,-1.0,0.0,0.0
Aberdeen South,-1.0,0.0,0.0
Aldershot,-1.0,0.0,0.0
Aldridge-Brownhills,-1.0,0.0,0.0
Amber Valley,-1.0,0.0,0.0
Angus,-1.0,0.0,0.0
Antrim East,43.253281355060665,0.0,0.0
Antrim North,24.485762251557855,0.0,0.0
Antrim South,44.06887160646385,0.0,0.0
Ashfield,-1.0,0.0,0.0
Ashford,-1.0,0.0,0.0
Aylesbury,-1.0,0.0,0.0
Banbury,-1.0,0.0,0.0
Barking,-1.0,0.0,0.0
Barnsley Central,-1.0,0.0,0.0
Basingstoke,-1.0,0.0,0.0
Bassetlaw,-1.0,0.0,0.0
Bath,-1.0,0.0,0.0
Battersea,-1.0,0.0,0.0
Beaconsfield,-1.0,0.0,0.0
Beckenham,-1.0,0.0,0.0
Bedford,-1.0,0.0,0.0
Bedfordshire Mid,-1.0,0.0,0.0
Bedfordshire North East,-1.0,0.0,0.0
Bedfordshire South West,-1.0,0.0,0.0
Belfast East,27.2305748047624,0.0,0.0
Belfast North,13.569043133676711,0.0,0.0
Belfast South,53.495684613479085,0.0,0.0
Belfast West,6.539717069140766,0.0,0.0
Birkenhead,-1.0,0.0,0.0
Birmingham Edgbaston,-1.0,0.0,0.0
Birmingham Erdington,-1.0,0.0,0.0
Birmingham Hall Green,-1.0,0.0,0.0
Birmingham Hodge Hill,-1.0,0.0,0.0
Birmingham Ladywood,-1.0,0.0,0.0
Birmingham Northfield,-1.0,0.0,0.0
Birmingham Perry Barr,-1.0,0.0,0.0
Birmingham Selly Oak,-1.0,0.0,0.0
Birmingham Yardley,-1.0,0.0,0.0
Bishop Auckland,-1.0,0.0,0.0
Blackburn,-1.0,0.0,0.0
Blackpool South,-1.0,0.0,0.0
Blaenau Gwent,-1.0,0.0,0.0
Blaydon,-1.0,0.0,0.0
Blyth Valley,-1.0,0.0,0.0
Bolsover,-1.0,0.0,0.0
Bolton North East,-1.0,0.0,0.0
Bolton South East,-1.0,0.0,0.0
Bolton West,-1.0,0.0,0.0
Bootle,-1.0,0.0,0.0
Bosworth,-1.0,0.0,0.0
Bournemouth East,-1.0,0.0,0.0
Bournemouth West,-1.0,0.0,0.0
Bracknell,-1.0,0.0,0.0
Bradford South,-1.0,0.0,0.0
Bradford West,-1.0,0.0,0.0
Braintree,-1.0,0.0,0.0
Brent North,-1.0,0.0,0.0
Bridgend,-1.0,0.0,0.0
Brighton Kemptown,-1.0,0.0,0.0
Brighton Pavilion,-1.0,0.0,0.0
Bristol East,-1.0,0.0,0.0
Bristol North West,-1.0,0.0,0.0
Bristol South,-1.0,0.0,0.0
Bristol West,-1.0,0.0,0.0
Bromsgrove,-1.0,0.0,0.0
Broxbourne,-1.0,0.0,0.0
Broxtowe,-1.0,0.0,0.0
Buckingham,-1.0,0.0,0.0
Burnley,-1.0,0.0,0.0
Burton,-1.0,0.0,0.0
Bury North,-1.0,0.0,0.0
Bury South,-1.0,0.0,0.0
Caerphilly,-1.0,0.0,0.0
Calder Valley,-1.0,0.0,0.0
Cambridge,-1.0,0.0,0.0
Cambridgeshire North East,-1.0,0.0,0.0
Cambridgeshire North West,-1.0,0.0,0.0
Cambridgeshire South,-1.0,0.0,0.0
Cambridgeshire South East,-1.0,0.0,0.0
Cannock Chase,-1.0,0.0,0.0
Canterbury,-1.0,0.0,0.0
Cardiff Central,-1.0,0.0,0.0
Cardiff North,-1.0,0.0,0.0
Cardiff West,-1.0,0.0,0.0
Carlisle,-1.0,0.0,0.0
Castle Point,-1.0,0.0,0.0
Charnwood,-1.0,0.0,0.0
Cheadle,-1.0,0.0,0.0
Chelmsford,-1.0,0.0,0.0
Cheltenham,-1.0,0.0,0.0
"Chester, City of",-1.0,0.0,0.0
Chesterfield,-1.0,0.0,0.0
Chichester,-1.0,0.0,0.0
Chipping Barnet,-1.0,0.0,0.0
Chorley,-1.0,0.0,0.0
