seat,2001,2005,2010
Aberavon,-0.46302098342796016,-0.3762292047007514,-0.29384887661729087
Aberdeen North,-0.09897109001811732,0.0848452939366755,-0.19357395271027578
Aberdeen South,0.5313545779326545,0.5174011389293782,0.23274896780510468
Aldershot,0.5168226970880305,0.43569359701172994,0.49434948686827673
Aldridge-Brownhills,-0.5287837067278607,-1.0,-0.23193303848269575
Amber Valley,-0.31817002040632125,-0.4042111318604217,-0.3729493886677121
Angus,-0.21503260107530442,-0.20807234089318505,-0.5320984937110524
Antrim East,-1.0,-1.0,-1.0
Antrim North,-1.0,-1.0,-1.0
Antrim South,-1.0,-1.0,-1.0
Ashfield,-0.38330151426938486,-0.3712664595658186,0.4459064529650596
Ashford,-0.17274821439700572,-0.270910457915173,-0.00996293388084657
Aylesbury,0.47607294864514915,0.2505082685494642,0.2349528278605566
Banbury,-0.1259490826453773,-0.18692388855097597,-0.11387529555030274
Barking,-0.4656168748435233,-0.49615006274175033,-0.643816935032113
Barnsley Central,-0.19395180906347853,-0.24771416363893128,-0.2495590762346428
Basingstoke,-0.23575107674780593,-0.06199192865461822,0.0642786107963822
Bassetlaw,-0.3036638022299426,-0.3833082927266446,-0.5120983453240948
Bath,1.7667021960858356,0.9891148258460334,1.4579839913913535
Battersea,-0.3373640476974189,-0.3363613857842477,-0.36130848187788933
Beaconsfield,0.2446330164596071,-0.07530063397850961,-0.15024545624608476
Beckenham,-0.12096581359155023,0.006194202758357914,-0.1063483872911587
Bedford,-0.1322756232390283,-0.02292539942704852,-0.13756948884961162
Bedfordshire Mid,0.08166774975197111,0.0786119892422783,0.08082354149051119
Bedfordshire North East,-0.10259308818397539,-0.05446080962970046,-0.05824800209155945
Bedfordshire South West,-0.19107845758553,-0.23539571962001316,-0.13050704857532336
Belfast East,-1.0,-1.0,-1.0
Belfast North,-1.0,-1.0,-1.0
Belfast South,-1.0,-1.0,-1.0
Belfast West,-1.0,-1.0,-1.0
Birkenhead,-0.295821346052742,-0.16340215808160807,-0.1942390896295968
Birmingham Edgbaston,-0.3426283458424638,-0.375040458520263,-0.3327881000094244
Birmingham Erdington,-0.3549765234041802,-0.28176134479699766,-0.29849658324714434
Birmingham Hall Green,-0.5153074815343694,-0.12242682971627805,0.06840127971402099
Birmingham Hodge Hill,-0.5553992892490665,0.33644707716122224,0.20396965905296827
Birmingham Ladywood,-0.549987586469365,0.42719298753229284,0.1931358358772126
Birmingham Northfield,-0.38356489362369783,-0.39082289398313763,-0.31973688390026167
Birmingham Perry Barr,0.2546399514939557,0.20309047228580623,-0.04625373010010814
Birmingham Selly Oak,-0.10728710112151829,0.0422222676148829,-0.03275382788640413
Birmingham Yardley,1.1011773538086906,1.1033565424869614,0.7181472471030288
Bishop Auckland,-0.1368475146172966,0.07279096577044575,-0.029928978553483754
Blackburn,-0.558148086174101,-0.06605149307374714,-0.33970798533661095
Blackpool South,-0.4186500024512215,-0.3432144395305271,-0.37288375532185036
Blaenau Gwent,-0.49126258971843606,-0.8055795587888798,-0.5596330384520616
Blaydon,0.8517644510333242,0.7171800293486066,0.2743850974456128
Blyth Valley,0.33860653756142023,0.41145402561479827,0.18098782604858488
Bolsover,-0.34844423328793817,-0.20534457488853597,-0.32660300786574403
Bolton North East,-0.4366262424108641,-0.2572929508132319,-0.4356539318915862
Bolton South East,-0.367624745337525,-0.1388487555407606,-0.3103958253147282
Bolton West,0.007008639619269452,-0.1899131774503684,-0.2536141261950894
Bootle,-0.5318824438450741,-0.4710477511513027,-0.3429753608638402
Bosworth,-0.10989220303696734,0.00533386320127649,0.4482518221857026
Bournemouth East,0.8473042267074986,0.40913509448964125,0.3407604948383183
Bournemouth West,0.37921382099804046,0.34050842344275156,0.3786187441199229
Bracknell,-0.06213000916499556,-0.10173727467849414,-0.031860657830203865
Bradford South,-0.42025382898581076,-0.3390608132142735,-0.2058716507878866
Bradford West,-0.6519242749029573,-0.17438888494661875,-0.4935543524244581
Braintree,-0.38307016392004845,-0.3983968054087408,-0.18385633611154495
Brent North,-0.3789590398534518,-0.27899888741439327,-0.2627134449552836
Bridgend,-0.2106155931703675,-0.047659486219701064,-0.019509190873795323
Brighton Kemptown,-0.4318743424311221,-0.2508747507868557,-0.2179015517808649
Brighton Pavilion,-0.280283199199556,-0.25294913299715405,-0.4002158607201447
Bristol East,-0.0604262020845987,0.14491755540966933,0.06046665542629737
Bristol North West,-0.13296699740890605,-0.08839987682127037,0.36666235568003724
Bristol South,-0.1869734307582056,0.03256629424151547,0.24471407907649878
Bristol West,0.5830215547065847,0.7375337578813703,1.0865586041262127
Bromsgrove,-0.3486030612552131,-0.3172186332973985,-0.14845549561816895
Broxbourne,-0.39787593913573105,-0.4448096395298089,-0.4191441397968021
Broxtowe,-0.1942274645524883,-0.2716744712924669,-0.2664060697808781
Buckingham,0.09396797325764195,-0.107253806275588,-1.0
Burnley,-0.11221070741339356,0.07288127523932708,0.5496433185619722
Burton,-0.4729254950337526,-0.4092785707333165,-0.3122042178880662
Bury North,-0.33557163191888795,-0.33513667334422703,-0.2615877943912217
Bury South,-0.2378015784534484,-0.19280045745829832,-0.20860691109809548
Caerphilly,-0.4850022934612491,-0.5535822382230315,-0.361595782171081
Calder Valley,-0.12221607548959423,-0.14288893294164773,0.09338461455359282
Cambridge,0.37367517493003866,0.9938176792111513,0.6997332581636444
Cambridgeshire North East,-0.2320796250815529,-0.22500823755892263,-0.12944644919630222
Cambridgeshire North West,-0.13261112994760882,0.037756042561940095,-0.05014460071906013
